codgeo;libgeo;an;med_disp
2B303;San-Giuliano;2020;19850
2B304;San-Lorenzo;2020;
2B305;San-Martino-di-Lota;2020;24270
2B306;Santa-Lucia-di-Mercurio;2020;
2B307;Santa-Lucia-di-Moriani;2020;18960
2B309;Santa-Maria-di-Lota;2020;24410
2B311;Santa-Maria-Poggio;2020;20490
2B313;San-Nicolao;2020;18340
2B314;Santo-Pietro-di-Tenda;2020;18370
2B315;Santo-Pietro-di-Venaco;2020;20650
2B316;Santa-Reparata-di-Balagna;2020;20710
2B317;Santa-Reparata-di-Moriani;2020;
2B318;Taglio-Isolaccio;2020;21800
2B319;Talasani;2020;20260
2B320;Tallone;2020;18620
2B321;Tarrano;2020;
2B327;Tomino;2020;21870
2B328;Tox;2020;21690
2B329;Tralonca;2020;
2B332;Urtaca;2020;24000
2B333;Vallecalle;2020;22110
2B334;Valle-d'Alesani;2020;
2B335;Valle-di-Campoloro;2020;25250
2B337;Valle-di-Rostino;2020;18640
2B338;Valle-d'Orezza;2020;
2B339;Vallica;2020;
2B340;Velone-Orneto;2020;
2B341;Venaco;2020;23060
2B342;Ventiseri;2020;22340
2B343;Venzolasca;2020;18940
2B344;Verdèse;2020;
2B346;Vescovato;2020;19300
2B347;Vezzani;2020;19450
2B350;Vignale;2020;20290
2B352;Ville-di-Paraso;2020;19110
2B353;Ville-di-Pietrabugno;2020;27870
2B354;Vivario;2020;22200
2B355;Volpajola;2020;21380
2B356;Zalana;2020;20190
2B361;Zilia;2020;18300
2B364;Zuani;2020;
2B365;San-Gavino-di-Fiumorbo;2020;20040
2B366;Chisa;2020;
30001;Aigaliers;2020;21420
30002;Aigremont;2020;21170
30003;Aigues-Mortes;2020;22170
30004;Aigues-Vives;2020;24390
30005;Aiguèze;2020;21710
30006;Aimargues;2020;21460
30007;Alès;2020;17630
30008;Allègre-les-Fumades;2020;19400
30009;Alzon;2020;16950
30010;Anduze;2020;19040
30011;Les Angles;2020;24820
30012;Aramon;2020;22140
30013;Argilliers;2020;23590
30014;Arpaillargues-et-Aureillac;2020;21410
30015;Arphy;2020;17980
30016;Arre;2020;17360
30017;Arrigas;2020;19380
30018;Aspères;2020;23860
30019;Aubais;2020;25550
30020;Aubord;2020;23760
30021;Aubussargues;2020;24200
30022;Aujac;2020;17320
30023;Aujargues;2020;22780
30024;Aulas;2020;19070
30025;Aumessas;2020;17800
30026;Avèze;2020;19530
30027;Bagard;2020;21660
30028;Bagnols-sur-Cèze;2020;18630
30029;Barjac;2020;18940
30030;Baron;2020;22170
30031;La Bastide-d'Engras;2020;22970
30032;Beaucaire;2020;17900
30033;Beauvoisin;2020;21650
30034;Bellegarde;2020;21310
30035;Belvézet;2020;20650
30036;Bernis;2020;22360
30037;Bessèges;2020;16170
30038;Bez-et-Esparon;2020;19180
30039;Bezouce;2020;21470
30040;Blandas;2020;19510
30041;Blauzac;2020;23610
30042;Boisset-et-Gaujac;2020;20680
30043;Boissières;2020;25870
30044;Bonnevaux;2020;
30045;Bordezac;2020;18520
30046;Boucoiran-et-Nozières;2020;20650
30047;Bouillargues;2020;23510
30048;Bouquet;2020;20710
30049;Bourdic;2020;21180
30050;Bragassargues;2020;22010
30051;Branoux-les-Taillades;2020;19500
30052;Bréau-Mars;2020;19610
30053;Brignon;2020;19420
30054;Brouzet-lès-Quissac;2020;22570
30055;Brouzet-lès-Alès;2020;23360
30056;La Bruguière;2020;19670
30057;Cabrières;2020;23630
30058;La Cadière-et-Cambo;2020;20190
30059;Le Cailar;2020;23040
30060;Caissargues;2020;23740
30061;La Calmette;2020;20750
30062;Calvisson;2020;23690
30064;Campestre-et-Luc;2020;16060
30065;Canaules-et-Argentières;2020;19720
30066;Cannes-et-Clairan;2020;21030
30067;La Capelle-et-Masmolène;2020;19420
30068;Cardet;2020;20400
30069;Carnas;2020;23340
30070;Carsan;2020;23750
30071;Cassagnoles;2020;23400
30072;Castelnau-Valence;2020;21230
30073;Castillon-du-Gard;2020;24650
30074;Causse-Bégon;2020;
30075;Caveirac;2020;24700
30076;Cavillargues;2020;22260
30077;Cendras;2020;18350
30079;Chambon;2020;20900
30080;Chamborigaud;2020;19540
30081;Chusclan;2020;24410
30082;Clarensac;2020;24390
30083;Codognan;2020;23390
30084;Codolet;2020;21500
30085;Collias;2020;21710
30086;Collorgues;2020;21250
30087;Colognac;2020;18980
30088;Combas;2020;21900
30089;Comps;2020;21940
30090;Concoules;2020;19660
30091;Congénies;2020;24690
30092;Connaux;2020;22600
30093;Conqueyrac;2020;21710
30094;Corbès;2020;19260
30095;Corconne;2020;23840
30096;Cornillon;2020;22960
30097;Courry;2020;20070
30098;Crespian;2020;24160
30099;Cros;2020;18810
30100;Cruviers-Lascours;2020;22080
30101;Deaux;2020;23510
30102;Dions;2020;21990
30103;Domazan;2020;23860
30104;Domessargues;2020;21430
30105;Dourbies;2020;19510
30106;Durfort-et-Saint-Martin-de-Sossenac;2020;19580
30107;Estézargues;2020;24120
30108;L'Estréchure;2020;16670
30109;Euzet;2020;21330
30110;Flaux;2020;21830
30111;Foissac;2020;19780
30112;Fons;2020;22630
30113;Fons-sur-Lussan;2020;20680
30114;Fontanès;2020;22300
30115;Fontarèches;2020;22810
30116;Fournès;2020;20900
30117;Fourques;2020;22900
30119;Fressac;2020;21020
30120;Gagnières;2020;18480
30121;Gailhan;2020;20800
30122;Gajan;2020;22150
30123;Gallargues-le-Montueux;2020;23560
30124;Le Garn;2020;21190
30125;Garons;2020;21600
30126;Garrigues-Sainte-Eulalie;2020;23040
30127;Gaujac;2020;23570
30128;Générac;2020;22410
30129;Générargues;2020;21340
30130;Génolhac;2020;19920
30131;Goudargues;2020;21780
30132;La Grand-Combe;2020;15180
30133;Le Grau-du-Roi;2020;21150
30134;Issirac;2020;19390
30135;Jonquières-Saint-Vincent;2020;20500
30136;Junas;2020;21890
30137;Lamelouze;2020;18590
30138;Langlade;2020;26530
30139;Lanuéjols;2020;18060
30140;Lasalle;2020;17330
30141;Laudun-l'Ardoise;2020;22100
30142;Laval-Pradel;2020;20670
30143;Laval-Saint-Roman;2020;21780
30144;Lecques;2020;22530
30145;Lédenon;2020;22320
30146;Lédignan;2020;20060
30147;Lézan;2020;20070
30148;Liouc;2020;23280
30149;Lirac;2020;23670
30150;Logrian-Florian;2020;20750
30151;Lussan;2020;21640
30152;Les Mages;2020;19870
30153;Malons-et-Elze;2020;15940
30154;Mandagout;2020;19130
30155;Manduel;2020;21770
30156;Marguerittes;2020;22090
30158;Martignargues;2020;22130
30159;Le Martinet;2020;17830
30160;Maruéjols-lès-Gardon;2020;21010
30161;Massanes;2020;18420
30162;Massillargues-Attuech;2020;19440
30163;Mauressargues;2020;21800
30164;Méjannes-le-Clap;2020;20780
30165;Méjannes-lès-Alès;2020;22100
30166;Meynes;2020;21860
30167;Meyrannes;2020;19290
30168;Mialet;2020;20030
30169;Milhaud;2020;20510
30170;Molières-Cavaillac;2020;20430
30171;Molières-sur-Cèze;2020;16260
30172;Monoblet;2020;17770
30173;Mons;2020;23330
30174;Montaren-et-Saint-Médiers;2020;21270
30175;Montclus;2020;16590
30176;Montdardier;2020;19520
30177;Monteils;2020;22610
30178;Montfaucon;2020;22420
30179;Montfrin;2020;20750
30180;Montignargues;2020;22210
30181;Montmirat;2020;21150
30182;Montpezat;2020;22030
30183;Moulézan;2020;21180
30184;Moussac;2020;21040
30185;Mus;2020;24360
30186;Nages-et-Solorgues;2020;27210
30187;Navacelles;2020;20340
30188;Ners;2020;21430
30189;Nîmes;2020;18450
30191;Orsan;2020;23510
30192;Orthoux-Sérignac-Quilhan;2020;23590
30193;Parignargues;2020;22620
30194;Peyremale;2020;19660
30195;Peyrolles;2020;
30196;Le Pin;2020;22470
30197;Les Plans;2020;23560
30198;Les Plantiers;2020;16610
30199;Pommiers;2020;
30200;Pompignan;2020;21660
30201;Ponteils-et-Brésis;2020;20030
30202;Pont-Saint-Esprit;2020;19620
30203;Portes;2020;19260
30204;Potelières;2020;20180
30205;Pougnadoresse;2020;21590
30206;Poulx;2020;26810
30207;Pouzilhac;2020;20620
30208;Puechredon;2020;
30209;Pujaut;2020;26310
30210;Quissac;2020;20340
30211;Redessan;2020;21600
30212;Remoulins;2020;18500
30213;Revens;2020;
30214;Ribaute-les-Tavernes;2020;20060
30215;Rivières;2020;20400
30216;Robiac-Rochessadoule;2020;17750
30217;Rochefort-du-Gard;2020;24460
30218;Rochegude;2020;18560
30219;Rogues;2020;
30220;Roquedur;2020;17150
30221;Roquemaure;2020;20270
30222;La Roque-sur-Cèze;2020;21920
30223;Rousson;2020;21110
30224;La Rouvière;2020;22010
30225;Sabran;2020;24410
30226;Saint-Alexandre;2020;24560
30227;Saint-Ambroix;2020;17730
30228;Sainte-Anastasie;2020;22720
30229;Saint-André-de-Majencoules;2020;19430
30230;Saint-André-de-Roquepertuis;2020;23000
30231;Saint-André-de-Valborgne;2020;18480
30232;Saint-André-d'Olérargues;2020;24290
30233;Saint-Bauzély;2020;20400
30234;Saint-Bénézet;2020;21070
30235;Saint-Bonnet-du-Gard;2020;21760
30236;Saint-Bonnet-de-Salendrinque;2020;18510
30237;Saint-Brès;2020;18390
30238;Saint-Bresson;2020;
30239;Sainte-Cécile-d'Andorge;2020;19980
30240;Saint-Césaire-de-Gauzignan;2020;21140
30241;Saint-Chaptes;2020;21690
30242;Saint-Christol-de-Rodières;2020;21000
30243;Saint-Christol-lez-Alès;2020;20310
30244;Saint-Clément;2020;22310
30245;Saint-Côme-et-Maruéjols;2020;23320
30246;Sainte-Croix-de-Caderle;2020;16530
30247;Saint-Denis;2020;19340
30248;Saint-Dézéry;2020;20260
30249;Saint-Dionisy;2020;24470
30250;Saint-Étienne-de-l'Olm;2020;21250
30251;Saint-Étienne-des-Sorts;2020;22240
30252;Saint-Félix-de-Pallières;2020;19920
30253;Saint-Florent-sur-Auzonnet;2020;17840
30254;Saint-Geniès-de-Comolas;2020;22200
30255;Saint-Geniès-de-Malgoirès;2020;20290
30256;Saint-Gervais;2020;23670
30257;Saint-Gervasy;2020;21130
30258;Saint-Gilles;2020;17980
30259;Saint-Hilaire-de-Brethmas;2020;21810
30260;Saint-Hilaire-d'Ozilhan;2020;23440
30261;Saint-Hippolyte-de-Caton;2020;20770
30262;Saint-Hippolyte-de-Montaigu;2020;22420
30263;Saint-Hippolyte-du-Fort;2020;18920
30264;Saint-Jean-de-Ceyrargues;2020;20870
30265;Saint-Jean-de-Crieulon;2020;21100
30266;Saint-Jean-de-Maruéjols-et-Avéjan;2020;18980
30267;Saint-Jean-de-Serres;2020;21540
30268;Saint-Jean-de-Valériscle;2020;17610
30269;Saint-Jean-du-Gard;2020;18270
30270;Saint-Jean-du-Pin;2020;21820
30271;Saint-Julien-de-Cassagnas;2020;21300
30272;Saint-Julien-de-la-Nef;2020;17500
30273;Saint-Julien-de-Peyrolas;2020;22480
30274;Saint-Julien-les-Rosiers;2020;21520
30275;Saint-Just-et-Vacquières;2020;20830
30276;Saint-Laurent-d'Aigouze;2020;22060
30277;Saint-Laurent-de-Carnols;2020;22690
30278;Saint-Laurent-des-Arbres;2020;24360
30279;Saint-Laurent-la-Vernède;2020;21600
30280;Saint-Laurent-le-Minier;2020;16800
30281;Saint-Mamert-du-Gard;2020;22670
30282;Saint-Marcel-de-Careiret;2020;22040
30283;Saint-Martial;2020;18930
30284;Saint-Martin-de-Valgalgues;2020;18790
30285;Saint-Maurice-de-Cazevieille;2020;20660
30286;Saint-Maximin;2020;22320
30287;Saint-Michel-d'Euzet;2020;24450
30288;Saint-Nazaire;2020;20340
30289;Saint-Nazaire-des-Gardies;2020;
30290;Saint-Paulet-de-Caisson;2020;23990
30291;Saint-Paul-la-Coste;2020;20290
30292;Saint-Pons-la-Calm;2020;22900
30293;Saint-Privat-de-Champclos;2020;19560
30294;Saint-Privat-des-Vieux;2020;22480
30295;Saint-Quentin-la-Poterie;2020;21640
30296;Saint-Roman-de-Codières;2020;15880
30297;Saint-Sauveur-Camprieu;2020;20070
30298;Saint-Sébastien-d'Aigrefeuille;2020;22380
30299;Saint-Siffret;2020;26200
30300;Saint-Théodorit;2020;21070
30301;Saint-Victor-des-Oules;2020;22270
30302;Saint-Victor-la-Coste;2020;24070
30303;Saint-Victor-de-Malcap;2020;19960
30304;Salazac;2020;20860
30305;Salindres;2020;19680
30306;Salinelles;2020;21700
30307;Les Salles-du-Gardon;2020;16590
30308;Sanilhac-Sagriès;2020;21250
30309;Sardan;2020;24250
30310;Saumane;2020;19140
30311;Sauve;2020;19600
30312;Sauveterre;2020;24380
30313;Sauzet;2020;22520
30314;Savignargues;2020;22590
30315;Saze;2020;23870
30316;Sénéchas;2020;19300
30317;Sernhac;2020;21210
30318;Servas;2020;20650
30319;Serviers-et-Labaume;2020;20650
30320;Seynes;2020;20640
30321;Sommières;2020;19170
30322;Soudorgues;2020;15170
30323;Soustelle;2020;17150
30324;Souvignargues;2020;23610
30325;Sumène;2020;18810
30326;Tavel;2020;23340
30327;Tharaux;2020;
30328;Théziers;2020;21260
30329;Thoiras;2020;16950
30330;Tornac;2020;20300
30331;Tresques;2020;24130
30332;Trèves;2020;
30333;Uchaud;2020;20830
30334;Uzès;2020;19850
30335;Vabres;2020;20620
30336;Vallabrègues;2020;21280
30337;Vallabrix;2020;21380
30338;Vallérargues;2020;20150
30339;Val-d'Aigoual;2020;18130
30340;Valliguières;2020;23180
30341;Vauvert;2020;19550
30342;Vénéjan;2020;25520
30343;Verfeuil;2020;22600
30344;Vergèze;2020;23140
30345;La Vernarède;2020;18480
30346;Vers-Pont-du-Gard;2020;22220
30347;Vestric-et-Candiac;2020;21650
30348;Vézénobres;2020;22850
30349;Vic-le-Fesq;2020;20570
30350;Le Vigan;2020;17450
30351;Villeneuve-lès-Avignon;2020;26760
30352;Villevieille;2020;23880
30353;Vissec;2020;
30354;Montagnac;2020;25180
30355;Saint-Paul-les-Fonts;2020;22680
30356;Rodilhan;2020;22560
31001;Agassac;2020;
31002;Aignes;2020;26090
31003;Aigrefeuille;2020;32240
31004;Ayguesvives;2020;28140
31005;Alan;2020;22810
31006;Albiac;2020;24010
31007;Ambax;2020;
31008;Anan;2020;20520
31009;Antichan-de-Frontignes;2020;
31010;Antignac;2020;
31011;Arbas;2020;19990
31012;Arbon;2020;23070
31013;Ardiège;2020;23430
31014;Arguenos;2020;
31015;Argut-Dessous;2020;
31017;Arlos;2020;
31018;Arnaud-Guilhem;2020;22340
31019;Artigue;2020;
31020;Aspet;2020;19690
31021;Aspret-Sarrat;2020;24150
31022;Aucamville;2020;22410
31023;Aulon;2020;20500
31024;Auragne;2020;23530
31025;Aureville;2020;33160
31026;Auriac-sur-Vendinelle;2020;22830
31027;Auribail;2020;21400
31028;Aurignac;2020;20200
31029;Aurin;2020;27670
31030;Ausseing;2020;
31031;Ausson;2020;21900
31032;Aussonne;2020;25740
31033;Auterive;2020;21430
31034;Auzas;2020;20910
31035;Auzeville-Tolosane;2020;28700
31036;Auzielle;2020;29350
31037;Avignonet-Lauragais;2020;23930
31038;Azas;2020;26910
31039;Bachas;2020;
31040;Bachos;2020;
31041;Bagiry;2020;
31042;Bagnères-de-Luchon;2020;20220
31043;Balesta;2020;20070
31044;Balma;2020;27960
31045;Barbazan;2020;21120
31046;Baren;2020;
31047;Bax;2020;
31048;Baziège;2020;24610
31049;Bazus;2020;29390
31050;Beauchalot;2020;19980
31051;Beaufort;2020;23460
31052;Beaumont-sur-Lèze;2020;24670
31053;Beaupuy;2020;28570
31054;Beauteville;2020;24620
31055;Beauville;2020;23880
31056;Beauzelle;2020;24680
31057;Belberaud;2020;28700
31058;Belbèze-de-Lauragais;2020;29910
31059;Belbèze-en-Comminges;2020;
31060;Bélesta-en-Lauragais;2020;26230
31061;Bellegarde-Sainte-Marie;2020;27620
31062;Bellesserre;2020;19310
31063;Benque;2020;21510
31064;Benque-Dessous-et-Dessus;2020;
31065;Bérat;2020;22860
31066;Bessières;2020;22680
31067;Bezins-Garraux;2020;
31068;Billière;2020;
31069;Blagnac;2020;24910
31070;Blajan;2020;18500
31071;Bois-de-la-Pierre;2020;22400
31072;Boissède;2020;
31073;Bondigoux;2020;23410
31074;Bonrepos-Riquet;2020;25900
31075;Bonrepos-sur-Aussonnelle;2020;27210
31076;Bordes-de-Rivière;2020;21620
31077;Le Born;2020;23450
31078;Boudrac;2020;20630
31079;Bouloc;2020;26680
31080;Boulogne-sur-Gesse;2020;19090
31081;Bourg-d'Oueil;2020;
31082;Bourg-Saint-Bernard;2020;25150
31083;Boussan;2020;21900
31084;Boussens;2020;21960
31085;Boutx;2020;18010
31086;Bouzin;2020;
31087;Bragayrac;2020;23020
31088;Brax;2020;29870
31089;Bretx;2020;28530
31090;Brignemont;2020;20640
31091;Bruguières;2020;25120
31092;Burgalays;2020;23060
31093;Le Burgaud;2020;22580
31094;Buzet-sur-Tarn;2020;24860
31095;Cabanac-Cazaux;2020;22510
31096;Cabanac-Séguenville;2020;20850
31097;Le Cabanial;2020;22650
31098;Cadours;2020;22130
31099;Caignac;2020;24000
31100;Calmont;2020;22850
31101;Cambernard;2020;23790
31102;Cambiac;2020;24750
31103;Canens;2020;
31104;Capens;2020;23390
31105;Caragoudes;2020;26970
31106;Caraman;2020;23550
31107;Carbonne;2020;22010
31108;Cardeilhac;2020;20170
31109;Cassagnabère-Tournas;2020;18740
31110;Cassagne;2020;23240
31111;Castagnac;2020;22360
31112;Castagnède;2020;21610
31113;Castanet-Tolosan;2020;24930
31114;Castelbiague;2020;22030
31115;Castelgaillard;2020;
31116;Castelginest;2020;23360
31117;Castelmaurou;2020;27840
31118;Castelnau-d'Estrétefonds;2020;24480
31119;Castelnau-Picampeau;2020;21950
31120;Le Castéra;2020;27370
31121;Castéra-Vignoles;2020;
31122;Casties-Labrande;2020;20490
31123;Castillon-de-Larboust;2020;
31124;Castillon-de-Saint-Martory;2020;21960
31125;Cathervielle;2020;
31126;Caubiac;2020;25780
31127;Caubous;2020;
31128;Caujac;2020;22250
31129;Cazarilh-Laspènes;2020;
31130;Cazaril-Tambourès;2020;
31131;Cazaunous;2020;
31132;Cazaux-Layrisse;2020;
31133;Cazeaux-de-Larboust;2020;
31134;Cazeneuve-Montaut;2020;
31135;Cazères;2020;19390
31136;Cépet;2020;24990
31137;Cessales;2020;23860
31138;Charlas;2020;20440
31139;Chaum;2020;20670
31140;Chein-Dessus;2020;19980
31141;Ciadoux;2020;17500
31142;Cier-de-Luchon;2020;23210
31143;Cier-de-Rivière;2020;22050
31144;Cierp-Gaud;2020;20040
31145;Cintegabelle;2020;21420
31146;Cirès;2020;
31147;Clarac;2020;23110
31148;Clermont-le-Fort;2020;32390
31149;Colomiers;2020;23360
31150;Cornebarrieu;2020;24790
31151;Corronsac;2020;30850
31152;Coueilles;2020;
31153;Couladère;2020;22650
31155;Couret;2020;20820
31156;Cox;2020;23800
31157;Cugnaux;2020;23590
31158;Cuguron;2020;22500
31159;Le Cuing;2020;20510
31160;Daux;2020;26980
31161;Deyme;2020;27610
31162;Donneville;2020;26640
31163;Drémil-Lafage;2020;29160
31164;Drudas;2020;27440
31165;Eaunes;2020;23700
31166;Empeaux;2020;22860
31167;Encausse-les-Thermes;2020;20730
31168;Eoux;2020;19140
31169;Escalquens;2020;27100
31170;Escanecrabe;2020;20030
31171;Espanès;2020;29830
31172;Esparron;2020;
31173;Esperce;2020;24690
31174;Estadens;2020;21630
31175;Estancarbon;2020;22750
31176;Esténos;2020;19040
31177;Eup;2020;22710
31178;Fabas;2020;18890
31179;Le Faget;2020;22420
31180;Falga;2020;22980
31181;Le Fauga;2020;23290
31182;Fenouillet;2020;22850
31183;Figarol;2020;21000
31184;Flourens;2020;28860
31185;Folcarde;2020;25590
31186;Fonbeauzard;2020;23110
31187;Fonsorbes;2020;25260
31188;Fontenilles;2020;27720
31189;Forgues;2020;26790
31190;Fos;2020;17500
31191;Fougaron;2020;21800
31192;Fourquevaux;2020;27170
31193;Le Fousseret;2020;21320
31194;Francarville;2020;25740
31195;Francazal;2020;
31196;Francon;2020;21690
31197;Franquevielle;2020;22690
31198;Le Fréchet;2020;21840
31199;Fronsac;2020;21590
31200;Frontignan-de-Comminges;2020;
31201;Frontignan-Savès;2020;
31202;Fronton;2020;24000
31203;Frouzins;2020;24710
31204;Fustignac;2020;
31205;Gagnac-sur-Garonne;2020;24710
31206;Gaillac-Toulza;2020;22140
31207;Galié;2020;
31208;Ganties;2020;21260
31209;Garac;2020;23370
31210;Gardouch;2020;25100
31211;Gargas;2020;26550
31212;Garidech;2020;26430
31213;Garin;2020;21380
31215;Gauré;2020;28100
31216;Gémil;2020;27520
31217;Génos;2020;
31218;Gensac-de-Boulogne;2020;14990
31219;Gensac-sur-Garonne;2020;21920
31220;Gibel;2020;22940
31221;Gouaux-de-Larboust;2020;
31222;Gouaux-de-Luchon;2020;
31223;Goudex;2020;
31224;Gourdan-Polignan;2020;19140
31225;Goutevernisse;2020;23230
31226;Gouzens;2020;
31227;Goyrans;2020;37460
31228;Gragnague;2020;27350
31229;Gratens;2020;24250
31230;Gratentour;2020;24920
31231;Grazac;2020;22860
31232;Grenade;2020;23320
31233;Grépiac;2020;24180
31234;Le Grès;2020;24790
31235;Guran;2020;
31236;Herran;2020;
31237;His;2020;19010
31238;Huos;2020;20800
31239;L'Isle-en-Dodon;2020;19020
31240;Issus;2020;25670
31241;Izaut-de-l'Hôtel;2020;20140
31242;Jurvielle;2020;
31243;Juzes;2020;
31244;Juzet-de-Luchon;2020;22270
31245;Juzet-d'Izaut;2020;20250
31246;Labarthe-Inard;2020;20990
31247;Labarthe-Rivière;2020;22240
31248;Labarthe-sur-Lèze;2020;23880
31249;Labastide-Beauvoir;2020;25320
31250;Labastide-Clermont;2020;23230
31251;Labastide-Paumès;2020;20100
31252;Labastide-Saint-Sernin;2020;26570
31253;Labastidette;2020;24240
31254;Labège;2020;25770
31255;Labroquère;2020;24130
31256;Labruyère-Dorsa;2020;26480
31258;Lacaugne;2020;22080
31259;Lacroix-Falgarde;2020;30430
31260;Laffite-Toupière;2020;19760
31261;Lafitte-Vigordane;2020;24310
31262;Lagarde;2020;24320
31263;Lagardelle-sur-Lèze;2020;24720
31264;Lagrâce-Dieu;2020;24060
31265;Lagraulet-Saint-Nicolas;2020;22480
31266;Lahage;2020;25360
31267;Lahitère;2020;
31268;Lalouret-Laffiteau;2020;22540
31269;Lamasquère;2020;24600
31270;Landorthe;2020;24070
31271;Lanta;2020;27130
31272;Lapeyrère;2020;
31273;Lapeyrouse-Fossat;2020;29520
31274;Larcan;2020;21590
31275;Laréole;2020;22660
31276;Larroque;2020;19320
31277;Lasserre-Pradère;2020;26840
31278;Latoue;2020;21110
31279;Latour;2020;
31280;Latrape;2020;20480
31281;Launac;2020;23300
31282;Launaguet;2020;22740
31283;Lautignac;2020;22370
31284;Lauzerville;2020;32880
31285;Lavalette;2020;28900
31286;Lavelanet-de-Comminges;2020;21430
31287;Lavernose-Lacasse;2020;24520
31288;Layrac-sur-Tarn;2020;22870
31289;Lécussan;2020;21710
31290;Lège;2020;
31291;Léguevin;2020;26030
31292;Lescuns;2020;
31293;Lespinasse;2020;24070
31294;Lespiteau;2020;
31295;Lespugue;2020;
31296;Lestelle-de-Saint-Martory;2020;20310
31297;Lévignac;2020;26930
31299;Lherm;2020;24220
31300;Lieoux;2020;21820
31301;Lilhac;2020;19880
31302;Lodes;2020;21910
31303;Longages;2020;23030
31304;Loubens-Lauragais;2020;24880
31305;Loudet;2020;22350
31306;Lourde;2020;22030
31308;Luscan;2020;
31309;Lussan-Adeilhac;2020;22720
31310;Lux;2020;24650
31311;La Magdelaine-sur-Tarn;2020;22410
31312;Mailholas;2020;
31313;Malvezie;2020;20010
31314;Mancioux;2020;23310
31315;Mane;2020;20420
31316;Marignac;2020;19930
31317;Marignac-Lasclares;2020;22340
31318;Marignac-Laspeyres;2020;23070
31319;Marliac;2020;23130
31320;Marquefave;2020;23440
31321;Marsoulas;2020;22710
31322;Martisserre;2020;
31323;Martres-de-Rivière;2020;22880
31324;Martres-Tolosane;2020;20590
31325;Mascarville;2020;23800
31326;Massabrac;2020;
31327;Mauran;2020;22190
31328;Mauremont;2020;27560
31329;Maurens;2020;23270
31330;Mauressac;2020;22830
31331;Maureville;2020;26590
31332;Mauvaisin;2020;24330
31333;Mauvezin;2020;
31334;Mauzac;2020;25350
31335;Mayrègne;2020;
31336;Mazères-sur-Salat;2020;22420
31337;Melles;2020;16980
31338;Menville;2020;28190
31339;Mérenvielle;2020;28920
31340;Mervilla;2020;41280
31341;Merville;2020;24660
31342;Milhas;2020;20830
31343;Mirambeau;2020;
31344;Miramont-de-Comminges;2020;19020
31345;Miremont;2020;23390
31346;Mirepoix-sur-Tarn;2020;22440
31347;Molas;2020;21130
31348;Moncaup;2020;
31349;Mondavezan;2020;23390
31350;Mondilhan;2020;
31351;Mondonville;2020;23920
31352;Mondouzil;2020;32870
31353;Monès;2020;
31354;Monestrol;2020;
31355;Mons;2020;32870
31356;Montaigut-sur-Save;2020;27780
31357;Montastruc-de-Salies;2020;21340
31358;Montastruc-la-Conseillère;2020;26830
31359;Montastruc-Savès;2020;
31360;Montauban-de-Luchon;2020;21860
31361;Montaut;2020;25420
31362;Montberaud;2020;19310
31363;Montbernard;2020;20430
31364;Montberon;2020;27000
31365;Montbrun-Bocage;2020;16140
31366;Montbrun-Lauragais;2020;30070
31367;Montclar-de-Comminges;2020;
31368;Montclar-Lauragais;2020;24600
31369;Mont-de-Galié;2020;
31370;Montégut-Bourjac;2020;21720
31371;Montégut-Lauragais;2020;21740
31372;Montespan;2020;22190
31373;Montesquieu-Guittaut;2020;18860
31374;Montesquieu-Lauragais;2020;25250
31375;Montesquieu-Volvestre;2020;21150
31376;Montgaillard-de-Salies;2020;16860
31377;Montgaillard-Lauragais;2020;24780
31378;Montgaillard-sur-Save;2020;
31379;Montgazin;2020;25340
31380;Montgeard;2020;25000
31381;Montgiscard;2020;26280
31382;Montgras;2020;22530
31383;Montjoire;2020;24730
31384;Montlaur;2020;26020
31385;Montmaurin;2020;19220
31386;Montoulieu-Saint-Bernard;2020;21620
31387;Montoussin;2020;25170
31388;Montpitol;2020;30110
31389;Montrabé;2020;27620
31390;Montréjeau;2020;17450
31391;Montsaunès;2020;22250
31392;Mourvilles-Basses;2020;
31393;Mourvilles-Hautes;2020;24240
31394;Moustajon;2020;23870
31395;Muret;2020;21890
31396;Nailloux;2020;23530
31397;Nénigan;2020;
31398;Nizan-Gesse;2020;
31399;Noé;2020;22530
31400;Nogaret;2020;
31401;Noueilles;2020;25750
31402;Odars;2020;28800
31403;Ondes;2020;23470
31404;Oô;2020;
31405;Ore;2020;21110
31406;Palaminy;2020;21270
31407;Paulhac;2020;27760
31408;Payssous;2020;
31409;Péchabou;2020;29680
31410;Pechbonnieu;2020;26200
31411;Pechbusque;2020;35570
31412;Péguilhan;2020;20000
31413;Pelleport;2020;24040
31414;Peyrissas;2020;
31415;Peyrouzet;2020;
31416;Peyssies;2020;25470
31417;Pibrac;2020;30420
31418;Pin-Balma;2020;35010
31419;Le Pin-Murelet;2020;21110
31420;Pinsaguel;2020;24550
31421;Pins-Justaret;2020;24680
31422;Plagne;2020;
31423;Plagnole;2020;23840
31424;Plaisance-du-Touch;2020;25870
31425;Le Plan;2020;21810
31426;Pointis-de-Rivière;2020;21360
31427;Pointis-Inard;2020;21380
31428;Polastron;2020;
31429;Pompertuzat;2020;28860
31430;Ponlat-Taillebourg;2020;21180
31431;Portet-d'Aspet;2020;
31432;Portet-de-Luchon;2020;
31433;Portet-sur-Garonne;2020;22680
31434;Poubeau;2020;
31435;Poucharramet;2020;23230
31436;Pouy-de-Touges;2020;21220
31437;Pouze;2020;
