codgeo;libgeo;an;med_disp
34247;Saint-Clément-de-Rivière;2020;34310
34248;Sainte-Croix-de-Quintillargues;2020;26520
34249;Saint-Drézéry;2020;26730
34250;Saint-Étienne-d'Albagnan;2020;19270
34251;Saint-Étienne-de-Gourgas;2020;20820
34252;Saint-Étienne-Estréchoux;2020;18670
34253;Saint-Félix-de-l'Héras;2020;
34254;Saint-Félix-de-Lodez;2020;22540
34255;Saint-Gély-du-Fesc;2020;29000
34256;Saint-Geniès-des-Mourgues;2020;26360
34257;Saint-Geniès-de-Varensal;2020;17640
34258;Saint-Geniès-de-Fontedit;2020;22010
34259;Saint-Georges-d'Orques;2020;24880
34260;Saint-Gervais-sur-Mare;2020;19510
34261;Saint-Guilhem-le-Désert;2020;18850
34262;Saint-Guiraud;2020;22940
34263;Saint-Hilaire-de-Beauvoir;2020;24400
34264;Saint-Jean-de-Buèges;2020;18900
34265;Saint-Jean-de-Cornies;2020;26060
34266;Saint-Jean-de-Cuculles;2020;29120
34267;Saint-Jean-de-Fos;2020;21290
34268;Saint-Jean-de-la-Blaquière;2020;21650
34269;Saint-Jean-de-Minervois;2020;18060
34270;Saint-Jean-de-Védas;2020;25050
34271;Saint-Julien;2020;17540
34272;Saint-Just;2020;23690
34273;Saint-Martin-de-l'Arçon;2020;18740
34274;Saint-Martin-de-Londres;2020;24440
34276;Saint-Mathieu-de-Tréviers;2020;24300
34277;Saint-Maurice-Navacelles;2020;15260
34278;Saint-Michel;2020;
34279;Saint-Nazaire-de-Ladarez;2020;18150
34280;Saint-Nazaire-de-Pézan;2020;21530
34281;Saint-Pargoire;2020;20050
34282;Saint-Paul-et-Valmalle;2020;23630
34283;Saint-Pierre-de-la-Fage;2020;19010
34284;Saint-Pons-de-Thomières;2020;17560
34285;Saint-Pons-de-Mauchiens;2020;20930
34286;Saint-Privat;2020;17280
34287;Saint-Saturnin-de-Lucian;2020;20490
34288;Saint-Sériès;2020;26090
34289;Saint-Thibéry;2020;19550
34290;Saint-Vincent-de-Barbeyrargues;2020;28660
34291;Saint-Vincent-d'Olargues;2020;18310
34292;Salasc;2020;20310
34293;La Salvetat-sur-Agout;2020;19720
34294;Saturargues;2020;23920
34295;Saussan;2020;25570
34296;Saussines;2020;24450
34297;Sauteyrargues;2020;23630
34298;Sauvian;2020;21870
34299;Sérignan;2020;20740
34300;Servian;2020;20600
34301;Sète;2020;19310
34302;Siran;2020;19120
34303;Sorbs;2020;
34304;Soubès;2020;20850
34305;Le Soulié;2020;19170
34306;Soumont;2020;17650
34307;Sussargues;2020;27510
34308;Taussac-la-Billière;2020;21550
34309;Teyran;2020;28870
34310;Thézan-lès-Béziers;2020;21890
34311;Tourbes;2020;22350
34312;La Tour-sur-Orb;2020;20630
34313;Tressan;2020;20320
34314;Le Triadou;2020;25310
34315;Usclas-d'Hérault;2020;22480
34316;Usclas-du-Bosc;2020;23450
34317;La Vacquerie-et-Saint-Martin-de-Castries;2020;18360
34318;Vacquières;2020;22050
34319;Vailhan;2020;18050
34320;Vailhauquès;2020;26070
34321;Valergues;2020;24340
34322;Valflaunès;2020;27090
34323;Valmascle;2020;
34324;Valras-Plage;2020;20340
34325;Valros;2020;21040
34326;Vélieux;2020;
34327;Vendargues;2020;24330
34328;Vendémian;2020;22230
34329;Vendres;2020;21600
34331;Verreries-de-Moussans;2020;
34332;Vias;2020;19500
34333;Vic-la-Gardiole;2020;22310
34334;Vieussan;2020;16450
34335;Villemagne-l'Argentière;2020;20910
34336;Villeneuve-lès-Béziers;2020;19880
34337;Villeneuve-lès-Maguelone;2020;23140
34338;Villeneuvette;2020;
34339;Villespassans;2020;19740
34340;Villetelle;2020;25430
34341;Villeveyrac;2020;21850
34342;Viols-en-Laval;2020;24720
34343;Viols-le-Fort;2020;23400
34344;La Grande-Motte;2020;22880
35001;Acigné;2020;25250
35002;Amanlis;2020;23800
35003;Andouillé-Neuville;2020;22420
35004;Val-Couesnon;2020;20420
35005;Arbrissel;2020;19890
35006;Argentré-du-Plessis;2020;22510
35007;Aubigné;2020;23140
35008;Availles-sur-Seiche;2020;21150
35009;Baguer-Morvan;2020;21380
35010;Baguer-Pican;2020;21380
35012;Bain-de-Bretagne;2020;22060
35013;Bains-sur-Oust;2020;22510
35014;Bais;2020;21260
35015;Balazé;2020;21690
35016;Baulon;2020;22450
35017;La Baussaine;2020;22010
35018;La Bazouge-du-Désert;2020;20360
35019;Bazouges-la-Pérouse;2020;20360
35021;Beaucé;2020;21830
35022;Bécherel;2020;20320
35023;Bédée;2020;24020
35024;Betton;2020;26140
35025;Billé;2020;21490
35026;Bléruais;2020;21160
35027;Boisgervilly;2020;21680
35028;Boistrudan;2020;22250
35029;Bonnemain;2020;20040
35030;La Bosse-de-Bretagne;2020;22320
35031;La Bouëxière;2020;23470
35032;Bourgbarré;2020;23870
35033;Bourg-des-Comptes;2020;23840
35034;La Boussac;2020;20160
35035;Bovel;2020;20300
35037;Bréal-sous-Montfort;2020;23500
35038;Bréal-sous-Vitré;2020;22830
35039;Brécé;2020;24150
35040;Breteil;2020;22760
35041;Brie;2020;22580
35042;Brielles;2020;21340
35044;Broualan;2020;18850
35045;Bruc-sur-Aff;2020;20290
35046;Les Brulais;2020;20370
35047;Bruz;2020;24710
35049;Cancale;2020;24270
35050;Cardroc;2020;22810
35051;Cesson-Sévigné;2020;28630
35052;Champeaux;2020;22810
35054;Chanteloup;2020;22800
35055;Chantepie;2020;24000
35056;La Chapelle-aux-Filtzméens;2020;21620
35057;La Chapelle-Bouëxic;2020;21170
35058;La Chapelle-Chaussée;2020;22890
35059;La Chapelle-des-Fougeretz;2020;25320
35060;La Chapelle du Lou du Lac;2020;22310
35061;La Chapelle-Erbrée;2020;21020
35062;La Chapelle-Fleurigné;2020;20860
35063;La Chapelle-Saint-Aubert;2020;21390
35064;La Chapelle-de-Brain;2020;19630
35065;La Chapelle-Thouarault;2020;23200
35066;Chartres-de-Bretagne;2020;23410
35067;Chasné-sur-Illet;2020;24490
35068;Châteaubourg;2020;23850
35069;Châteaugiron;2020;25940
35070;Châteauneuf-d'Ille-et-Vilaine;2020;21180
35071;Le Châtellier;2020;21920
35072;Châtillon-en-Vendelais;2020;20980
35075;Chauvigné;2020;20630
35076;Chavagne;2020;23920
35077;Chelun;2020;19920
35078;Cherrueix;2020;21630
35079;Chevaigné;2020;25780
35080;Cintré;2020;23610
35081;Clayes;2020;23810
35082;Coësmes;2020;21090
35084;Comblessac;2020;19940
35085;Combourg;2020;21810
35086;Combourtillé;2020;21350
35087;Cornillé;2020;22610
35088;Corps-Nuds;2020;22890
35089;La Couyère;2020;22860
35090;Crevin;2020;23310
35091;Le Crouais;2020;22830
35092;Cuguen;2020;20760
35093;Dinard;2020;25220
35094;Dingé;2020;20870
35095;Dol-de-Bretagne;2020;20790
35096;Domagné;2020;22670
35097;Domalain;2020;21610
35098;La Dominelais;2020;21770
35099;Domloup;2020;25770
35101;Dourdain;2020;21920
35102;Drouges;2020;20440
35103;Eancé;2020;20030
35104;Epiniac;2020;21590
35105;Erbrée;2020;22890
35106;Ercé-en-Lamée;2020;20650
35107;Ercé-près-Liffré;2020;24010
35108;Essé;2020;22740
35109;Étrelles;2020;23360
35110;Feins;2020;21320
35111;Le Ferré;2020;20210
35114;Forges-la-Forêt;2020;20070
35115;Fougères;2020;19940
35116;La Fresnais;2020;20630
35117;Gaël;2020;19850
35118;Gahard;2020;23090
35119;Gennes-sur-Seiche;2020;21360
35120;Gévezé;2020;24350
35121;Gosné;2020;23530
35122;La Gouesnière;2020;22630
35123;Goven;2020;23850
35124;Grand-Fougeray;2020;20990
35125;La Guerche-de-Bretagne;2020;20520
35126;Guichen;2020;24230
35127;Guignen;2020;22340
35128;Guipel;2020;21540
35130;Hédé-Bazouges;2020;23910
35131;L'Hermitage;2020;23280
35132;Hirel;2020;21730
35133;Iffendic;2020;22350
35134;Les Iffs;2020;23290
35135;Irodouër;2020;22080
35136;Janzé;2020;22560
35137;Javené;2020;22690
35138;Laignelet;2020;22740
35139;Laillé;2020;26180
35140;Lalleu;2020;20130
35141;Landavran;2020;22670
35142;Landéan;2020;21120
35143;Landujan;2020;21610
35144;Langan;2020;22280
35145;Langon;2020;19170
35146;Langouet;2020;22830
35148;Lanrigan;2020;18740
35149;Lassy;2020;23790
35150;Lécousse;2020;23560
35151;Lieuron;2020;21260
35152;Liffré;2020;25060
35153;Lillemer;2020;20280
35154;Livré-sur-Changeon;2020;22730
35155;Lohéac;2020;21710
35156;Longaulnay;2020;22550
35157;Le Loroux;2020;19830
35159;Lourmais;2020;21770
35160;Loutehel;2020;20470
35161;Louvigné-de-Bais;2020;21870
35162;Louvigné-du-Désert;2020;20100
35163;Luitré-Dompierre;2020;21190
35164;Marcillé-Raoul;2020;20630
35165;Marcillé-Robert;2020;21540
35166;Marpiré;2020;23180
35167;Martigné-Ferchaud;2020;20250
35168;Val d'Anast;2020;20670
35169;Maxent;2020;21370
35170;Mecé;2020;21760
35171;Médréac;2020;21770
35172;Meillac;2020;20790
35173;Melesse;2020;25900
35174;Mellé;2020;19080
35175;Mernel;2020;22030
35176;Guipry-Messac;2020;21590
35177;La Mézière;2020;26730
35178;Mézières-sur-Couesnon;2020;23160
35179;Miniac-Morvan;2020;21350
35180;Miniac-sous-Bécherel;2020;21530
35181;Le Minihic-sur-Rance;2020;26060
35183;Mondevert;2020;22740
35184;Montauban-de-Bretagne;2020;22900
35185;Montautour;2020;19960
35186;Mont-Dol;2020;21200
35187;Monterfil;2020;22520
35188;Montfort-sur-Meu;2020;23660
35189;Montgermont;2020;25650
35190;Monthault;2020;19540
35191;Les Portes du Coglais;2020;20960
35192;Montreuil-des-Landes;2020;20490
35193;Montreuil-le-Gast;2020;24810
35194;Montreuil-sous-Pérouse;2020;24320
35195;Montreuil-sur-Ille;2020;22310
35196;Mordelles;2020;23600
35197;Mouazé;2020;25530
35198;Moulins;2020;22700
35199;Moussé;2020;20920
35200;Moutiers;2020;21330
35201;Muel;2020;20060
35202;La Noë-Blanche;2020;21350
35203;La Nouaye;2020;24350
35204;Nouvoitou;2020;23920
35205;Noyal-sous-Bazouges;2020;21740
35206;Noyal-Châtillon-sur-Seiche;2020;24600
35207;Noyal-sur-Vilaine;2020;25660
35208;Orgères;2020;23320
35210;Pacé;2020;27360
35211;Paimpont;2020;22720
35212;Pancé;2020;22680
35214;Parcé;2020;20840
35215;Parigné;2020;20680
35216;Parthenay-de-Bretagne;2020;23460
35217;Le Pertre;2020;21270
35218;Le Petit-Fougeray;2020;22490
35219;Pipriac;2020;21060
35220;Piré-Chancé;2020;23040
35221;Pléchâtel;2020;22400
35222;Pleine-Fougères;2020;20180
35223;Plélan-le-Grand;2020;22010
35224;Plerguer;2020;21030
35225;Plesder;2020;21310
35226;Pleugueneuc;2020;20990
35227;Pleumeleuc;2020;24290
35228;Pleurtuit;2020;22410
35229;Pocé-les-Bois;2020;23330
35230;Poilley;2020;21170
35231;Poligné;2020;23680
35232;Princé;2020;18340
35233;Québriac;2020;23430
35234;Quédillac;2020;22080
35235;Rannée;2020;21680
35236;Redon;2020;21090
35237;Renac;2020;20490
35238;Rennes;2020;22000
35239;Retiers;2020;21370
35240;Le Rheu;2020;24050
35241;La Richardais;2020;24640
35242;Rimou;2020;19000
35243;Romagné;2020;23270
35244;Romazy;2020;23070
35245;Romillé;2020;23210
35246;Roz-Landrieux;2020;22280
35247;Roz-sur-Couesnon;2020;20380
35248;Sains;2020;21460
35249;Sainte-Anne-sur-Vilaine;2020;19550
35250;Saint-Armel;2020;23440
35251;Saint-Aubin-d'Aubigné;2020;23050
35252;Saint-Aubin-des-Landes;2020;22920
35253;Saint-Aubin-du-Cormier;2020;23550
35255;Saint-Benoît-des-Ondes;2020;21480
35256;Saint-Briac-sur-Mer;2020;27300
35257;Maen Roch;2020;21300
35258;Saint-Brieuc-des-Iffs;2020;25460
35259;Saint-Broladre;2020;19510
35260;Saint-Christophe-des-Bois;2020;21610
35261;Saint-Christophe-de-Valains;2020;20440
35262;Sainte-Colombe;2020;22200
35263;Saint-Coulomb;2020;25720
35264;Saint-Didier;2020;23820
35265;Saint-Domineuc;2020;23170
35266;Saint-Erblon;2020;24040
35268;Saint-Ganton;2020;20400
35270;Saint-Georges-de-Gréhaigne;2020;21470
35271;Saint-Georges-de-Reintembault;2020;20560
35272;Saint-Germain-du-Pinel;2020;20720
35273;Saint-Germain-en-Coglès;2020;21400
35274;Saint-Germain-sur-Ille;2020;24950
35275;Saint-Gilles;2020;23960
35276;Saint-Gondran;2020;24070
35277;Saint-Gonlay;2020;22480
35278;Saint-Grégoire;2020;30580
35279;Saint-Guinoux;2020;21530
35280;Saint-Hilaire-des-Landes;2020;21310
35281;Saint-Jacques-de-la-Lande;2020;20900
35282;Rives-du-Couesnon;2020;22340
35283;Saint-Jean-sur-Vilaine;2020;23600
35284;Saint-Jouan-des-Guérets;2020;24170
35285;Saint-Just;2020;20520
35286;Saint-Léger-des-Prés;2020;21650
35287;Saint-Lunaire;2020;26350
35288;Saint-Malo;2020;22530
35289;Saint-Malo-de-Phily;2020;21200
35290;Saint-Malon-sur-Mel;2020;20310
35291;Saint-Marcan;2020;20740
35292;Saint-Marc-le-Blanc;2020;20990
35294;Sainte-Marie;2020;21590
35295;Saint-Maugan;2020;20600
35296;Saint-Médard-sur-Ille;2020;23390
35297;Saint-Méen-le-Grand;2020;20900
35299;Saint-Méloir-des-Ondes;2020;22320
35300;Saint-M'Hervé;2020;21330
35302;Saint-Onen-la-Chapelle;2020;22040
35304;Saint-Ouen-des-Alleux;2020;21310
35305;Saint-Péran;2020;23300
35306;Saint-Père-Marc-en-Poulet;2020;23060
35307;Saint-Pern;2020;21290
35308;Mesnil-Roc'h;2020;21230
35309;Saint-Rémy-du-Plain;2020;21180
35310;Saint-Sauveur-des-Landes;2020;22190
35311;Saint-Séglin;2020;19320
35312;Saint-Senoux;2020;22300
35314;Saint-Suliac;2020;26480
35315;Saint-Sulpice-la-Forêt;2020;26580
35316;Saint-Sulpice-des-Landes;2020;19040
35317;Saint-Symphorien;2020;23400
35318;Saint-Thual;2020;22130
35319;Saint-Thurial;2020;23630
35320;Saint-Uniac;2020;22550
35321;Saulnières;2020;20960
35322;Le Sel-de-Bretagne;2020;21260
35324;La Selle-en-Luitré;2020;20910
35325;La Selle-Guerchaise;2020;21270
35326;Sens-de-Bretagne;2020;21610
35327;Servon-sur-Vilaine;2020;25200
35328;Sixt-sur-Aff;2020;20560
35329;Sougeal;2020;19380
35330;Taillis;2020;20570
35331;Talensac;2020;23760
35332;Teillay;2020;20430
35333;Le Theil-de-Bretagne;2020;22450
35334;Thorigné-Fouillard;2020;27390
35335;Thourie;2020;20900
35336;Le Tiercent;2020;20470
35337;Tinténiac;2020;22850
35338;Torcé;2020;22020
35339;Trans-la-Forêt;2020;20000
35340;Treffendel;2020;22310
35342;Trémeheuc;2020;21370
35343;Tresbœuf;2020;21670
35345;Trévérien;2020;21140
35346;Trimer;2020;21260
35347;Val-d'Izé;2020;22460
35350;Vergéal;2020;21380
35351;Le Verger;2020;22890
35352;Vern-sur-Seiche;2020;25540
35353;Vezin-le-Coquet;2020;23720
35354;Vieux-Viel;2020;20040
35355;Vieux-Vy-sur-Couesnon;2020;21180
35356;Vignoc;2020;24370
35357;Villamée;2020;20550
35358;La Ville-ès-Nonais;2020;23190
35359;Visseiche;2020;20790
35360;Vitré;2020;22480
35361;Le Vivier-sur-Mer;2020;22660
35362;Le Tronchet;2020;20940
35363;Pont-Péan;2020;24410
36001;Aigurande;2020;19430
36002;Aize;2020;17560
36003;Ambrault;2020;20940
36004;Anjouin;2020;19690
36005;Ardentes;2020;22900
36006;Argenton-sur-Creuse;2020;20130
36007;Argy;2020;20590
36008;Arpheuilles;2020;18050
36009;Arthon;2020;22170
36010;Azay-le-Ferron;2020;18810
36011;Bagneux;2020;21220
36012;Baraize;2020;19020
36013;Baudres;2020;20550
36014;Bazaiges;2020;19280
36015;Beaulieu;2020;
36016;Bélâbre;2020;20630
36017;La Berthenoux;2020;19470
36018;Le Blanc;2020;20000
36019;Bommiers;2020;21110
36020;Bonneuil;2020;
36021;Les Bordes;2020;23410
36022;Bouesse;2020;20960
36023;Bouges-le-Château;2020;21280
36024;Bretagne;2020;21630
36025;Briantes;2020;20330
36026;Brion;2020;20860
36027;Brives;2020;22200
36028;La Buxerette;2020;
36029;Buxeuil;2020;19770
36030;Buxières-d'Aillac;2020;22020
36031;Buzançais;2020;20270
36032;Ceaulmont;2020;21630
36033;Celon;2020;19380
36034;Chabris;2020;21040
36035;Chaillac;2020;19210
36036;Chalais;2020;18840
36037;La Champenoise;2020;21190
36038;Champillet;2020;19320
36040;La Chapelle-Orthemale;2020;
36041;La Chapelle-Saint-Laurian;2020;20000
36042;Chasseneuil;2020;21190
36043;Chassignolles;2020;20740
36044;Châteauroux;2020;19910
36045;Châtillon-sur-Indre;2020;19860
36046;La Châtre;2020;20030
36047;La Châtre-Langlin;2020;19770
36048;Chavin;2020;20010
36049;Chazelet;2020;17940
36050;Chezelles;2020;21830
36051;Chitray;2020;23330
36052;Chouday;2020;26030
36053;Ciron;2020;20090
36054;Cléré-du-Bois;2020;20810
36055;Clion;2020;20290
36056;Cluis;2020;20120
36057;Coings;2020;23310
36058;Concremiers;2020;21370
36059;Condé;2020;23460
36060;Crevant;2020;19830
36061;Crozon-sur-Vauvre;2020;19280
36062;Cuzion;2020;20220
36063;Déols;2020;21730
36064;Diors;2020;21920
36065;Diou;2020;21640
36066;Douadic;2020;22180
36067;Dunet;2020;
36068;Dun-le-Poëlier;2020;19020
36069;Écueillé;2020;19580
36070;Éguzon-Chantôme;2020;19430
36071;Étrechet;2020;23900
36073;Feusines;2020;20040
36074;Fléré-la-Rivière;2020;20300
36075;Fontenay;2020;
36076;Fontgombault;2020;21200
36077;Fontguenand;2020;18280
36078;Fougerolles;2020;19810
36079;Francillon;2020;
36080;Frédille;2020;
36081;Gargilesse-Dampierre;2020;21330
36082;Gehée;2020;21630
36083;Giroux;2020;23660
36084;Gournay;2020;19270
36085;Guilly;2020;20190
36086;Heugnes;2020;20260
36087;Ingrandes;2020;20460
36088;Issoudun;2020;20430
36089;Jeu-les-Bois;2020;22010
36090;Jeu-Maloches;2020;19770
36091;Lacs;2020;22350
36092;Langé;2020;20240
36093;Levroux;2020;21060
36094;Lignac;2020;18050
36095;Lignerolles;2020;21000
36096;Lingé;2020;19840
36097;Liniez;2020;21880
36098;Lizeray;2020;
36099;Lourdoueix-Saint-Michel;2020;15980
36100;Lourouer-Saint-Laurent;2020;21670
36101;Luant;2020;23060
36102;Luçay-le-Libre;2020;
36103;Luçay-le-Mâle;2020;19980
36104;Lurais;2020;20990
36105;Lureuil;2020;18680
36106;Luzeret;2020;17410
36107;Lye;2020;19790
36108;Lys-Saint-Georges;2020;22120
36109;Le Magny;2020;21490
36110;Maillet;2020;20540
36111;Malicornay;2020;21220
36112;Mâron;2020;21810
36113;Martizay;2020;19840
36114;Mauvières;2020;22050
36115;Menetou-sur-Nahon;2020;21270
36116;Ménétréols-sous-Vatan;2020;22900
36117;Le Menoux;2020;22750
36118;Méobecq;2020;19940
36119;Mérigny;2020;20970
36120;Mers-sur-Indre;2020;21660
36121;Meunet-Planches;2020;24650
36122;Meunet-sur-Vatan;2020;23240
36123;Mézières-en-Brenne;2020;20650
36124;Migné;2020;20240
36125;Migny;2020;25320
36126;Montchevrier;2020;17910
36127;Montgivray;2020;21700
36128;Montierchaume;2020;21840
36129;Montipouret;2020;20340
36130;Montlevicq;2020;
36131;Mosnay;2020;20230
36132;La Motte-Feuilly;2020;
36133;Mouhers;2020;19360
36134;Mouhet;2020;18740
36135;Moulins-sur-Céphons;2020;19840
36136;Murs;2020;21960
36137;Néons-sur-Creuse;2020;21510
36138;Néret;2020;20930
36139;Neuillay-les-Bois;2020;20330
36140;Neuvy-Pailloux;2020;21860
36141;Neuvy-Saint-Sépulchre;2020;20350
36142;Niherne;2020;22360
36143;Nohant-Vic;2020;22960
36144;Nuret-le-Ferron;2020;20800
36145;Obterre;2020;20520
36146;Orsennes;2020;17920
36147;Orville;2020;21060
36148;Oulches;2020;19260
36149;Palluau-sur-Indre;2020;19890
36150;Parnac;2020;19850
36152;Paudy;2020;20550
36153;Paulnay;2020;20990
36154;Le Pêchereau;2020;21560
36155;Pellevoisin;2020;19190
36156;Pérassay;2020;18840
36157;La Pérouille;2020;21310
36158;Badecon-le-Pin;2020;19540
36159;Le Poinçonnet;2020;25120
36160;Pommiers;2020;17590
36161;Le Pont-Chrétien-Chabenet;2020;19700
36162;Poulaines;2020;19860
36163;Pouligny-Notre-Dame;2020;18570
36164;Pouligny-Saint-Martin;2020;19110
36165;Pouligny-Saint-Pierre;2020;20970
36166;Préaux;2020;19010
36167;Preuilly-la-Ville;2020;21910
36168;Prissac;2020;19430
36169;Pruniers;2020;20150
36170;Reboursin;2020;
36171;Reuilly;2020;21620
36172;Rivarennes;2020;20930
36173;Rosnay;2020;20770
36174;Roussines;2020;20520
36175;Rouvres-les-Bois;2020;19630
36176;Ruffec;2020;19680
36177;Sacierges-Saint-Martin;2020;19380
36178;Saint-Aigny;2020;22820
36179;Saint-Aoustrille;2020;23200
36180;Saint-Août;2020;21090
36181;Saint-Aubin;2020;22260
36182;Saint-Benoît-du-Sault;2020;19470
36184;Saint-Chartier;2020;20020
36185;Saint-Christophe-en-Bazelle;2020;20370
36186;Saint-Christophe-en-Boucherie;2020;18790
36187;Saint-Civran;2020;17940
36188;Saint-Cyran-du-Jambot;2020;20210
36189;Saint-Denis-de-Jouhet;2020;18410
36190;Sainte-Fauste;2020;24310
36191;Saint-Florentin;2020;21260
36192;Saint-Gaultier;2020;19830
36193;Sainte-Gemme;2020;20870
36194;Saint-Genou;2020;20100
36195;Saint-Georges-sur-Arnon;2020;24190
36196;Saint-Gilles;2020;15430
36197;Saint-Hilaire-sur-Benaize;2020;19580
36198;Saint-Lactencin;2020;21710
36199;Sainte-Lizaigne;2020;24950
36200;Saint-Marcel;2020;20480
36202;Saint-Maur;2020;23750
36203;Saint-Médard;2020;
36204;Saint-Michel-en-Brenne;2020;18870
36205;Saint-Pierre-de-Jards;2020;20320
36207;Saint-Plantaire;2020;19330
36208;Sainte-Sévère-sur-Indre;2020;20280
36209;Saint-Valentin;2020;21780
36210;Sarzay;2020;20340
36211;Sassierges-Saint-Germain;2020;23280
36212;Saulnay;2020;21080
36213;Sauzelles;2020;21210
36214;Sazeray;2020;18940
36215;Ségry;2020;23600
36216;Selles-sur-Nahon;2020;
36217;Sembleçay;2020;
36218;Sougé;2020;20770
36219;Tendu;2020;20980
36220;Thenay;2020;19380
36221;Thevet-Saint-Julien;2020;20680
36222;Thizay;2020;22250
36223;Tilly;2020;20460
36224;Tournon-Saint-Martin;2020;19770
36225;Le Tranger;2020;21130
36226;Tranzault;2020;22580
36227;Urciers;2020;18770
36228;Valençay;2020;20790
36229;Val-Fouzon;2020;19900
36230;Vatan;2020;20730
36231;Velles;2020;21970
36232;Vendœuvres;2020;20780
36233;La Vernelle;2020;19450
36234;Verneuil-sur-Igneraie;2020;20550
36235;Veuil;2020;20410
36236;Vicq-Exemplet;2020;20060
36237;Vicq-sur-Nahon;2020;20530
36238;Vigoulant;2020;18960
36239;Vigoux;2020;20830
36240;Vijon;2020;18160
36241;Villedieu-sur-Indre;2020;21140
36242;Villegongis;2020;20710
36243;Villegouin;2020;19980
36244;Villentrois-Faverolles-en-Berry;2020;19380
36246;Villiers;2020;20500
36247;Vineuil;2020;22470
36248;Vouillon;2020;22730
37001;Abilly;2020;20820
37002;Ambillou;2020;22370
37003;Amboise;2020;21630
37004;Anché;2020;21670
37005;Antogny-le-Tillac;2020;22020
37006;Artannes-sur-Indre;2020;25290
37007;Assay;2020;21030
37008;Athée-sur-Cher;2020;23980
37009;Autrèche;2020;23790
37010;Auzouer-en-Touraine;2020;23130
37011;Avoine;2020;21920
37012;Avon-les-Roches;2020;21250
37013;Avrillé-les-Ponceaux;2020;20770
37014;Azay-le-Rideau;2020;22820
37015;Azay-sur-Cher;2020;25850
37016;Azay-sur-Indre;2020;21520
37018;Ballan-Miré;2020;25950
37019;Barrou;2020;20130
37020;Beaulieu-lès-Loches;2020;20950
37021;Beaumont-Louestault;2020;23200
37022;Beaumont-en-Véron;2020;24160
37023;Beaumont-Village;2020;21950
37024;Benais;2020;21880
37025;Berthenay;2020;24710
37026;Betz-le-Château;2020;19590
37027;Bléré;2020;22570
37028;Bossay-sur-Claise;2020;20450
37029;Bossée;2020;22380
37030;Le Boulay;2020;23030
37031;Bourgueil;2020;22170
37032;Bournan;2020;22180
37033;Boussay;2020;23380
37034;Braslou;2020;20020
37035;Braye-sous-Faye;2020;20470
37036;Braye-sur-Maulne;2020;19780
37037;Brèches;2020;21140
37038;Bréhémont;2020;22510
37039;Bridoré;2020;20790
37040;Brizay;2020;22390
37041;Bueil-en-Touraine;2020;21910
37042;Candes-Saint-Martin;2020;20520
37043;Cangey;2020;23790
37044;La Celle-Guenand;2020;19690
37045;La Celle-Saint-Avant;2020;21710
37046;Céré-la-Ronde;2020;22240
37047;Cerelles;2020;25480
37048;Chambon;2020;20160
37049;Chambourg-sur-Indre;2020;21960
37050;Chambray-lès-Tours;2020;23820
37051;Champigny-sur-Veude;2020;20580
37052;Chançay;2020;23900
37053;Chanceaux-près-Loches;2020;23410
37054;Chanceaux-sur-Choisille;2020;24720
37055;Channay-sur-Lathan;2020;19530
37056;La Chapelle-aux-Naux;2020;22790
37057;La Chapelle-Blanche-Saint-Martin;2020;22130
37058;La Chapelle-sur-Loire;2020;20990
37059;Charentilly;2020;26190
37060;Chargé;2020;24480
37061;Charnizay;2020;19450
37062;Château-la-Vallière;2020;19670
37063;Château-Renault;2020;19380
37064;Chaumussay;2020;19770
37065;Chaveignes;2020;19370
37066;Chédigny;2020;22800
37067;Cheillé;2020;22430
37068;Chemillé-sur-Dême;2020;21110
37069;Chemillé-sur-Indrois;2020;22620
37070;Chenonceaux;2020;23460
37071;Chezelles;2020;20910
37072;Chinon;2020;21510
37073;Chisseaux;2020;23140
37074;Chouzé-sur-Loire;2020;20880
37075;Cigogné;2020;22900
37076;Cinais;2020;21970
37077;Cinq-Mars-la-Pile;2020;22490
37078;Ciran;2020;21510
37079;Civray-de-Touraine;2020;24060
37080;Civray-sur-Esves;2020;21270
37081;Cléré-les-Pins;2020;21710
37082;Continvoir;2020;20490
37083;Cormery;2020;22600
37084;Couesmes;2020;20410
37085;Courçay;2020;24560
37086;Courcelles-de-Touraine;2020;21670
37087;Courcoué;2020;21000
37088;Couziers;2020;20120
37089;Cravant-les-Côteaux;2020;22350
37090;Crissay-sur-Manse;2020;23020
37091;La Croix-en-Touraine;2020;23250
37092;Crotelles;2020;22630
37093;Crouzilles;2020;21840
37094;Cussay;2020;22080
37095;Dame-Marie-les-Bois;2020;22750
37096;Dierre;2020;22520
37097;Dolus-le-Sec;2020;22750
37098;Draché;2020;22390
37099;Druye;2020;24290
37100;Épeigné-les-Bois;2020;20730
37101;Épeigné-sur-Dême;2020;20540
37103;Esves-le-Moutier;2020;20040
37104;Esvres;2020;24550
37105;Faye-la-Vineuse;2020;19860
37106;La Ferrière;2020;22720
37107;Ferrière-Larçon;2020;21360
37108;Ferrière-sur-Beaulieu;2020;23430
37109;Fondettes;2020;27350
37110;Francueil;2020;23170
37111;Genillé;2020;20980
37112;Gizeux;2020;18780
37113;Le Grand-Pressigny;2020;20350
37114;La Guerche;2020;19220
37115;Descartes;2020;19700
37116;Les Hermites;2020;21790
37117;Hommes;2020;20690
37118;Huismes;2020;23020
37119;L'Île-Bouchard;2020;19750
37121;Jaulnay;2020;19310
37122;Joué-lès-Tours;2020;20930
